x1,x2,y
0.5488135039273248,0.978618342232764,1.4386532713970774
0.7151893663724195,0.7991585642167236,1.3162682837667503
0.6027633760716439,0.46147936225293185,1.0294515233919606
0.5448831829968969,0.7805291762864555,1.3410472561937505
0.4236547993389047,0.11827442586893322,0.66495829328061
0.6458941130666561,0.6399210213275238,1.406053119272621
0.4375872112626925,0.1433532874090464,0.5422078169309437
0.8917730007820798,0.9446689170495839,1.8062116427741302
0.9636627605010293,0.5218483217500717,1.3806557857443915
0.3834415188257777,0.4146619399905236,0.6561016650984037
0.7917250380826646,0.26455561210462697,0.8856536311247905
0.5288949197529045,0.7742336894342167,1.4982061487103002
0.5680445610939323,0.45615033221654855,0.9732296751353154
0.925596638292661,0.5684339488686485,1.4502231570001909
0.07103605819788694,0.018789800436355142,-0.03545367737075053
0.08712929970154071,0.6176354970758771,0.7825138323606088
0.02021839744032572,0.6120957227224214,0.470924335406952
0.832619845547938,0.6169339968747569,1.4282798144012983
0.7781567509498505,0.9437480785146242,1.6323581733451071
0.8700121482468192,0.6818202991034834,1.590522697136229
